證券代碼,公司中文全稱,年,月,報酬率％_月
00735 國泰臺韓科技,,2023,8,-3.3892
00736 國泰新興市場,,2023,8,-4.1706
00737 國泰AI+Robo,,2023,8,-5.4121
00738U 期元大道瓊白銀,,2023,8,0.8063
00739 元大MSCI A股,,2023,8,-7.2166
00752 中信中國50,,2023,8,-8.4537
00753L 中信中國50正2,,2023,8,-19.099
00757 統一FANG+,,2023,8,-1.151
00762 元大全球AI,,2023,8,-0.7736
00763U 期街口道瓊銅,,2023,8,-3.2905
00770 國泰北美科技,,2023,8,0.3009
00771 元大US高息特別股,,2023,8,1.1036
00775B 新光投等債15+,,2023,8,-0.9429
00783 富邦中証500,,2023,8,-6.4764
00830 國泰費城半導體,,2023,8,-3.4758
00850 元大臺灣ESG永續,,2023,8,-2.6664
00851 台新全球AI,,2023,8,-2.2702
00852L 國泰美國道瓊正2,,2023,8,-2.4277
00861 元大全球未來通訊,,2023,8,-0.9251
00865B 國泰US短期公債,,2023,8,1.8897
00875 國泰網路資安,,2023,8,1.6934
00876 元大全球5G,,2023,8,-3.4927
00878 國泰永續高股息,,2023,8,-2.4928
00881 國泰台灣5G+,,2023,8,-1.7149
00882 中信中國高股息,,2023,8,-8.0305
00885 富邦越南,,2023,8,1.1078
00891 中信關鍵半導體,,2023,8,-0.1439
00892 富邦台灣半導體,,2023,8,-2.5766
00893 國泰智能電動車,,2023,8,-2.4166
00894 中信小資高價30,,2023,8,-1.9285
00895 富邦未來車,,2023,8,-0.5025
00896 中信綠能及電動車,,2023,8,-4.4811
00897 富邦基因免疫生技,,2023,8,-3.2955
00898 國泰基因免疫革命,,2023,8,-3.1766
00899 FT潔淨能源,,2023,8,-7.4446
00900 富邦特選高股息30,,2023,8,-3.5833
00901 永豐智能車供應鏈,,2023,8,-1.3368
00902 中信電池及儲能,,2023,8,-8.3717
00903 富邦元宇宙,,2023,8,-6.52
00904 新光臺灣半導體30,,2023,8,-1.6203
00905 FT臺灣Smart,,2023,8,-1.8943
00907 永豐優息存股,,2023,8,-6.346
00908 富邦入息REITs+,,2023,8,-2.0685
00909 國泰數位支付服務,,2023,8,-7.2978
00910 第一金太空衛星,,2023,8,1.5948
00911 兆豐洲際半導體,,2023,8,-3.3745
00912 中信臺灣智慧50,,2023,8,-3.891
00913 兆豐台灣晶圓製造,,2023,8,-4.5973
00915 凱基優選高股息30,,2023,8,1.2714
00916 國泰全球品牌50,,2023,8,-0.9555
00917 中信特選金融,,2023,8,-3.5649
00918 大華優利高填息30,,2023,8,-2.2087
00919 群益台灣精選高息,,2023,8,-1.0563
00920 富邦ESG綠色電力,,2023,8,-8.071
00921 兆豐龍頭等權重,,2023,8,-2.0246
00922 國泰台灣領袖50,,2023,8,-2.6979
00923 群益台ESG低碳50,,2023,8,-2.9554
00924 復華S&P500成長,,2023,8,0.4602
00925 新光標普電動車,,2023,8,-8.3849
00926 凱基全球菁英55,,2023,8,0.5489
00927 群益半導體收益,,2023,8,-1.9031
00929 復華台灣科技優息,,2023,8,1.8168
00930 永豐ESG低碳高息,,2023,8,0.588
0050 元大台灣50,,2023,9,-2.4264
0051 元大中型100,,2023,9,-1.5515
0052 富邦科技,,2023,9,-2.9525
0053 元大電子,,2023,9,-2.8655
0055 元大MSCI金融,,2023,9,0.1284
0056 元大高股息,,2023,9,-0.708
0057 富邦摩台,,2023,9,-2.4364
0061 元大寶滬深,,2023,9,-1.0029
006203 元大MSCI台灣,,2023,9,-2.2132
006204 永豐臺灣加權,,2023,9,-2.118
006205 富邦上証,,2023,9,0.6281
006206 元大上證50,,2023,9,1.3195
006207 復華滬深,,2023,9,-0.4243
006208 富邦台50,,2023,9,-2.4104
00631L 元大台灣50正2,,2023,9,-3.438
00632R 元大台灣50反1,,2023,9,2.0705
00633L 富邦上証正2,,2023,9,-2.5354
00634R 富邦上証反1,,2023,9,1.3101
00635U 期元大S&P黃金,,2023,9,-3.8957
00636 國泰中國A50,,2023,9,-0.0963
00636K 國泰中國A50+U,,2023,9,-1.3805
00637L 元大滬深300 正2,,2023,9,-2.3305
00638R 元大滬深300 反1,,2023,9,1.7507
00639 富邦深100,,2023,9,-2.9237
00640L 富邦日本正2,,2023,9,2.4402
00641R 富邦日本反1,,2023,9,-1.1479
00642U 期元大S&P石油,,2023,9,17.0774
00643 群益深証中小,,2023,9,-2.4448
00645 富邦日本,,2023,9,1.0426
00646 元大S&P500,,2023,9,-4.1733
00647L 元大S&P500正2,,2023,9,-10.4025
00648R 元大S&P500反1,,2023,9,6.1257
00650L 復華香港正2,,2023,9,-9.3393
00651R 復華香港反1,,2023,9,5.1803
00652 富邦印度,,2023,9,2.2433
00653L 富邦印度正2,,2023,9,2.5965
00654R 富邦印度反1,,2023,9,-1.0474
00655L 國泰中國A50正2,,2023,9,-2.7472
00656R 國泰中國A50反1,,2023,9,1.7339
00657 國泰日經225,,2023,9,-2.2815
00657K 國泰日經225+U,,2023,9,-3.5626
00660 元大歐洲50,,2023,9,-5.0345
00661 元大日經225,,2023,9,-2.1378
00662 富邦NASDAQ,,2023,9,-4.1832
00663L 國泰臺灣加權正2,,2023,9,-3.4624
00664R 國泰臺灣加權反1,,2023,9,1.6512
00665L 富邦恒生國企正2,,2023,9,-8.4023
00666R 富邦恒生國企反1,,2023,9,4.7151
00668 國泰美國道瓊,,2023,9,-3.0355
00668K 國泰美國道瓊+U,,2023,9,-4.2553
00669R 國泰美國道瓊反1,,2023,9,4.8658
00670L 富邦NASDAQ正2,,2023,9,-11.7079
00671R 富邦NASDAQ反1,,2023,9,5.9075
00673R 期元大S&P原油反1,,2023,9,-11.5671
00674R 期元大S&P黃金反1,,2023,9,4.2673
00675L 富邦臺灣加權正2,,2023,9,-3.6278
00676R 富邦臺灣加權反1,,2023,9,1.6611
00678 群益那斯達克生技,,2023,9,-3.1712
00680L 元大美債20正2,,2023,9,-14.9898
00681R 元大美債20反1,,2023,9,8.4345
00682U 期元大美元指數,,2023,9,3.4815
00683L 期元大美元指正2,,2023,9,7.1134
00684R 期元大美元指反1,,2023,9,-3.2768
00685L 群益臺灣加權正2,,2023,9,-3.3766
00686R 群益臺灣加權反1,,2023,9,1.5384
00688L 國泰20年美債正2,,2023,9,-15.2017
00689R 國泰20年美債反1,,2023,9,8.9625
00690 兆豐臺灣藍籌30,,2023,9,-0.3692
00692 富邦公司治理,,2023,9,-2.1296
00693U 期街口S&P黃豆,,2023,9,-5.6799
00700 富邦恒生國企,,2023,9,-3.7064
00701 國泰股利精選30,,2023,9,-1.8153
00702 國泰標普低波高息,,2023,9,-3.8534
00703 台新MSCI中國,,2023,9,-4.1264
00706L 期元大S&P日圓正2,,2023,9,-5.2429
00707R 期元大S&P日圓反1,,2023,9,2.8254
00708L 期元大S&P黃金正2,,2023,9,-7.5797
00709 富邦歐洲,,2023,9,-4.6326
00710B 復華彭博非投等債,,2023,9,0.2613
00711B 復華彭博新興債,,2023,9,-3.535
00712 復華富時不動產,,2023,9,-3.9035
00713 元大台灣高息低波,,2023,9,0.4781
00714 群益道瓊美國地產,,2023,9,-7.1052
00715L 期街口布蘭特正2,,2023,9,26.5663
00717 富邦美國特別股,,2023,9,0.2017
00728 第一金工業30,,2023,9,0.3308
00730 富邦臺灣優質高息,,2023,9,1.5873
00731 復華富時高息低波,,2023,9,-2.1595
00733 富邦臺灣中小,,2023,9,-4.5608
00735 國泰臺韓科技,,2023,9,-3.5082
00736 國泰新興市場,,2023,9,-2.6893
00737 國泰AI+Robo,,2023,9,-5.5556
00738U 期元大道瓊白銀,,2023,9,-8.3788
00739 元大MSCI A股,,2023,9,-0.3705
00752 中信中國50,,2023,9,-4.0197
00753L 中信中國50正2,,2023,9,-9.0202
00757 統一FANG+,,2023,9,-5.1581
00762 元大全球AI,,2023,9,-3.9853
00763U 期街口道瓊銅,,2023,9,-5.0206
00770 國泰北美科技,,2023,9,-5.1022
00771 元大US高息特別股,,2023,9,0.4916
00775B 新光投等債15+,,2023,9,-3.5757
00783 富邦中証500,,2023,9,-0.1551
00830 國泰費城半導體,,2023,9,-6.287
00850 元大臺灣ESG永續,,2023,9,-1.9732
00851 台新全球AI,,2023,9,-5.5281
00852L 國泰美國道瓊正2,,2023,9,-7.9025
00861 元大全球未來通訊,,2023,9,-5.0419
00865B 國泰US短期公債,,2023,9,1.4836
00875 國泰網路資安,,2023,9,-2.7747
00876 元大全球5G,,2023,9,-5.0536
00878 國泰永續高股息,,2023,9,-2.8135
00881 國泰台灣5G+,,2023,9,-2.1089
00882 中信中國高股息,,2023,9,-0.1838
00885 富邦越南,,2023,9,-9.1307
00891 中信關鍵半導體,,2023,9,0.444
00892 富邦台灣半導體,,2023,9,-0.4959
00893 國泰智能電動車,,2023,9,-7.9253
00894 中信小資高價30,,2023,9,-0.4277
00895 富邦未來車,,2023,9,-5.6567
00896 中信綠能及電動車,,2023,9,-2.8104
00897 富邦基因免疫生技,,2023,9,-7.8638
00898 國泰基因免疫革命,,2023,9,-7.6114
00899 FT潔淨能源,,2023,9,-7.0505
00900 富邦特選高股息30,,2023,9,0.7988
00901 永豐智能車供應鏈,,2023,9,-2.7101
00902 中信電池及儲能,,2023,9,-12.238
00903 富邦元宇宙,,2023,9,-6.9748
00904 新光臺灣半導體30,,2023,9,-0.2352
00905 FT臺灣Smart,,2023,9,-0.7115
00907 永豐優息存股,,2023,9,1.4979
00908 富邦入息REITs+,,2023,9,-4.143
00909 國泰數位支付服務,,2023,9,-10.5853
00910 第一金太空衛星,,2023,9,-6.8841
00911 兆豐洲際半導體,,2023,9,-6.7012
00912 中信臺灣智慧50,,2023,9,-1.4843
00913 兆豐台灣晶圓製造,,2023,9,-1.7067
00915 凱基優選高股息30,,2023,9,3.576
00916 國泰全球品牌50,,2023,9,-4.3944
00917 中信特選金融,,2023,9,-2.3184
00918 大華優利高填息30,,2023,9,0.5031
00919 群益台灣精選高息,,2023,9,2.9512
00920 富邦ESG綠色電力,,2023,9,-8.6506
00921 兆豐龍頭等權重,,2023,9,1.5126
00922 國泰台灣領袖50,,2023,9,-1.9101
00923 群益台ESG低碳50,,2023,9,-2.2902
00924 復華S&P500成長,,2023,9,-3.8373
00925 新光標普電動車,,2023,9,-2.8247
00926 凱基全球菁英55,,2023,9,-4.0022
00927 群益半導體收益,,2023,9,0.8694
00929 復華台灣科技優息,,2023,9,3.0581
00930 永豐ESG低碳高息,,2023,9,2.4676
00932 兆豐永續高息等權,,2023,9,0.2001
0050 元大台灣50,,2023,10,-1.223
0051 元大中型100,,2023,10,-5.3008
0052 富邦科技,,2023,10,-0.6172
0053 元大電子,,2023,10,-1.6644
0055 元大MSCI金融,,2023,10,-1.8394
0056 元大高股息,,2023,10,-3.4347
0057 富邦摩台,,2023,10,-1.2767
0061 元大寶滬深,,2023,10,-3.5453
006203 元大MSCI台灣,,2023,10,-1.0895
006204 永豐臺灣加權,,2023,10,-1.5613
006205 富邦上証,,2023,10,-4.0079
006206 元大上證50,,2023,10,-3.5982
006207 復華滬深,,2023,10,-3.7511
006208 富邦台50,,2023,10,-1.0585
00631L 元大台灣50正2,,2023,10,-4.6949
00632R 元大台灣50反1,,2023,10,1.8255
00633L 富邦上証正2,,2023,10,-8.0281
00634R 富邦上証反1,,2023,10,4.3103
00635U 期元大S&P黃金,,2023,10,5.692
00636 國泰中國A50,,2023,10,-3.6164
00636K 國泰中國A50+U,,2023,10,-4.199
00637L 元大滬深300 正2,,2023,10,-7.8598
00638R 元大滬深300 反1,,2023,10,4.3522
00639 富邦深100,,2023,10,-3.2773
00640L 富邦日本正2,,2023,10,-8.6469
00641R 富邦日本反1,,2023,10,3.871
00642U 期元大S&P石油,,2023,10,-10.5236
00643 群益深証中小,,2023,10,-2.8972
00645 富邦日本,,2023,10,-4.2213
00646 元大S&P500,,2023,10,-2.4687
00647L 元大S&P500正2,,2023,10,-6.8644
00648R 元大S&P500反1,,2023,10,3.7519
00650L 復華香港正2,,2023,10,-5.1505
00651R 復華香港反1,,2023,10,2.1416
00652 富邦印度,,2023,10,-3.3061
00653L 富邦印度正2,,2023,10,-7.245
00654R 富邦印度反1,,2023,10,3.8358
00655L 國泰中國A50正2,,2023,10,-8.1113
00656R 國泰中國A50反1,,2023,10,4.3179
00657 國泰日經225,,2023,10,-3.5551
00657K 國泰日經225+U,,2023,10,-3.3507
00660 元大歐洲50,,2023,10,-2.6174
00661 元大日經225,,2023,10,-3.4365
00662 富邦NASDAQ,,2023,10,-1.9769
00663L 國泰臺灣加權正2,,2023,10,-4.9786
00664R 國泰臺灣加權反1,,2023,10,2.1661
00665L 富邦恒生國企正2,,2023,10,-7.0678
00666R 富邦恒生國企反1,,2023,10,3.0017
00668 國泰美國道瓊,,2023,10,-1.5527
00668K 國泰美國道瓊+U,,2023,10,-1.8929
00669R 國泰美國道瓊反1,,2023,10,2.8082
00670L 富邦NASDAQ正2,,2023,10,-6.3421
00671R 富邦NASDAQ反1,,2023,10,2.3905
00673R 期元大S&P原油反1,,2023,10,6.4697
00674R 期元大S&P黃金反1,,2023,10,-5.4824
00675L 富邦臺灣加權正2,,2023,10,-4.9228
00676R 富邦臺灣加權反1,,2023,10,1.9608
00678 群益那斯達克生技,,2023,10,-7.2125
00680L 元大美債20正2,,2023,10,-10.8698
00681R 元大美債20反1,,2023,10,5.4029
00682U 期元大美元指數,,2023,10,-0.2337
00683L 期元大美元指正2,,2023,10,-0.1712
00684R 期元大美元指反1,,2023,10,-0.0654
00685L 群益臺灣加權正2,,2023,10,-4.9707
00686R 群益臺灣加權反1,,2023,10,2.1213
00688L 國泰20年美債正2,,2023,10,-10.6099
00689R 國泰20年美債反1,,2023,10,5.0068
00690 兆豐臺灣藍籌30,,2023,10,0.3706
00692 富邦公司治理,,2023,10,-1.4941
00693U 期街口S&P黃豆,,2023,10,-1.6422
00700 富邦恒生國企,,2023,10,-2.7846
00701 國泰股利精選30,,2023,10,-3.6193
00702 國泰標普低波高息,,2023,10,-3.2257
00703 台新MSCI中國,,2023,10,-0.7398
00706L 期元大S&P日圓正2,,2023,10,-2.0243
00707R 期元大S&P日圓反1,,2023,10,0.976
00708L 期元大S&P黃金正2,,2023,10,11.6156
00709 富邦歐洲,,2023,10,-2.8501
00710B 復華彭博非投等債,,2023,10,0
00711B 復華彭博新興債,,2023,10,-3.9379
00712 復華富時不動產,,2023,10,-12.5903
00713 元大台灣高息低波,,2023,10,-2.2515
00714 群益道瓊美國地產,,2023,10,-4.4341
00715L 期街口布蘭特正2,,2023,10,-14.3564
00717 富邦美國特別股,,2023,10,-4.127
00728 第一金工業30,,2023,10,0.7006
00730 富邦臺灣優質高息,,2023,10,-0.8312
00731 復華富時高息低波,,2023,10,-4.8706
00733 富邦臺灣中小,,2023,10,-10.7667
00735 國泰臺韓科技,,2023,10,-2.3396
00736 國泰新興市場,,2023,10,-2.1108
00737 國泰AI+Robo,,2023,10,-8.348
00738U 期元大道瓊白銀,,2023,10,2.1141
00739 元大MSCI A股,,2023,10,-3.5315
00752 中信中國50,,2023,10,-1.9809
00753L 中信中國50正2,,2023,10,-6.3647
00757 統一FANG+,,2023,10,-0.8771
00762 元大全球AI,,2023,10,-2.1879
00763U 期街口道瓊銅,,2023,10,0.1309
00770 國泰北美科技,,2023,10,-1.8115
00771 元大US高息特別股,,2023,10,-3.8533
00775B 新光投等債15+,,2023,10,-4.5119
00783 富邦中証500,,2023,10,-3.2092
00830 國泰費城半導體,,2023,10,-5.2598
00850 元大臺灣ESG永續,,2023,10,-2.0128
00851 台新全球AI,,2023,10,-2.9568
00852L 國泰美國道瓊正2,,2023,10,-5.1377
00861 元大全球未來通訊,,2023,10,-0.6554
00865B 國泰US短期公債,,2023,10,1.0506
00875 國泰網路資安,,2023,10,-5.8151
00876 元大全球5G,,2023,10,-3.1594
00878 國泰永續高股息,,2023,10,-4.3178
00881 國泰台灣5G+,,2023,10,-2.9325
00882 中信中國高股息,,2023,10,-1.7496
00885 富邦越南,,2023,10,-10.5306
00891 中信關鍵半導體,,2023,10,4.2742
00892 富邦台灣半導體,,2023,10,2.0764
00893 國泰智能電動車,,2023,10,-9.6234
00894 中信小資高價30,,2023,10,0.143
00895 富邦未來車,,2023,10,-7.6017
00896 中信綠能及電動車,,2023,10,-5.7717
00897 富邦基因免疫生技,,2023,10,-13.9402
00898 國泰基因免疫革命,,2023,10,-9.9432
00899 FT潔淨能源,,2023,10,-13.3548
00900 富邦特選高股息30,,2023,10,-1.5054
00901 永豐智能車供應鏈,,2023,10,-2.8551
00902 中信電池及儲能,,2023,10,-11.2703
00903 富邦元宇宙,,2023,10,-2.981
00904 新光臺灣半導體30,,2023,10,2.9704
00905 FT臺灣Smart,,2023,10,-2.9324
00907 永豐優息存股,,2023,10,-2.3952
00908 富邦入息REITs+,,2023,10,-4.9767
00909 國泰數位支付服務,,2023,10,-2.3202
00910 第一金太空衛星,,2023,10,-5.1879
00911 兆豐洲際半導體,,2023,10,-5.5641
00912 中信臺灣智慧50,,2023,10,-1.0638
00913 兆豐台灣晶圓製造,,2023,10,1.865
00915 凱基優選高股息30,,2023,10,-2.6506
00916 國泰全球品牌50,,2023,10,-1.1208
00917 中信特選金融,,2023,10,-4.9392
00918 大華優利高填息30,,2023,10,-2.5766
00919 群益台灣精選高息,,2023,10,-2.4165
00920 富邦ESG綠色電力,,2023,10,-8.5513
00921 兆豐龍頭等權重,,2023,10,-1.5624
00922 國泰台灣領袖50,,2023,10,-2.0625
00923 群益台ESG低碳50,,2023,10,-0.1301
00924 復華S&P500成長,,2023,10,-2.7994
00925 新光標普電動車,,2023,10,-13.8952
00926 凱基全球菁英55,,2023,10,-2.0215
00927 群益半導體收益,,2023,10,2.478
00929 復華台灣科技優息,,2023,10,-0.353
00930 永豐ESG低碳高息,,2023,10,1.9013
00932 兆豐永續高息等權,,2023,10,-1.9294
0050 元大台灣50,,2023,11,8.4193
0051 元大中型100,,2023,11,10.3081
0052 富邦科技,,2023,11,9.2726
0053 元大電子,,2023,11,8.795
0055 元大MSCI金融,,2023,11,6.8409
0056 元大高股息,,2023,11,7.3112
0057 富邦摩台,,2023,11,7.9822
0061 元大寶滬深,,2023,11,-2.2755
006203 元大MSCI台灣,,2023,11,8.2204
006204 永豐臺灣加權,,2023,11,7.9698
006205 富邦上証,,2023,11,-2.7378
006206 元大上證50,,2023,11,-2.7371
006207 復華滬深,,2023,11,-2.7014
006208 富邦台50,,2023,11,8.1528
00625K 富邦上証+R,,2023,11,-1.6617
00631L 元大台灣50正2,,2023,11,17.8163
00632R 元大台灣50反1,,2023,11,-7.769
00633L 富邦上証正2,,2023,11,-5.444
00634R 富邦上証反1,,2023,11,0.2067
00635U 期元大S&P黃金,,2023,11,1.3056
00636 國泰中國A50,,2023,11,-2.8515
00636K 國泰中國A50+U,,2023,11,1.461
00637L 元大滬深300 正2,,2023,11,-6.093
00638R 元大滬深300 反1,,2023,11,-1.0671
00639 富邦深100,,2023,11,-3.2967
00640L 富邦日本正2,,2023,11,11.4989
00641R 富邦日本反1,,2023,11,-5.4656
00642U 期元大S&P石油,,2023,11,-6.2365
00643 群益深証中小,,2023,11,-3.3066
00645 富邦日本,,2023,11,5.4521
00646 元大S&P500,,2023,11,5.9216
00647L 元大S&P500正2,,2023,11,17.3795
00648R 元大S&P500反1,,2023,11,-9.8749
00650L 復華香港正2,,2023,11,-2.3565
00651R 復華香港反1,,2023,11,-1.0482
00652 富邦印度,,2023,11,1.896
00653L 富邦印度正2,,2023,11,8.779
00654R 富邦印度反1,,2023,11,-5.9872
00655L 國泰中國A50正2,,2023,11,-4.8309
00656R 國泰中國A50反1,,2023,11,-0.6536
00657 國泰日經225,,2023,11,8.0884
00657K 國泰日經225+U,,2023,11,11.1113
00660 元大歐洲50,,2023,11,8.8803
00661 元大日經225,,2023,11,8.2104
00662 富邦NASDAQ,,2023,11,7.9831
00663L 國泰臺灣加權正2,,2023,11,17.6284
00664R 國泰臺灣加權反1,,2023,11,-8.1273
00665L 富邦恒生國企正2,,2023,11,-3.7216
00666R 富邦恒生國企反1,,2023,11,-1.275
00668 國泰美國道瓊,,2023,11,4.5244
00668K 國泰美國道瓊+U,,2023,11,8.3896
00669R 國泰美國道瓊反1,,2023,11,-9.2635
00670L 富邦NASDAQ正2,,2023,11,24.5553
00671R 富邦NASDAQ反1,,2023,11,-11.0895
00673R 期元大S&P原油反1,,2023,11,3.1705
00674R 期元大S&P黃金反1,,2023,11,-2.2874
00675L 富邦臺灣加權正2,,2023,11,17.7663
00676R 富邦臺灣加權反1,,2023,11,-7.6925
00678 群益那斯達克生技,,2023,11,0.4622
00680L 元大美債20正2,,2023,11,18.1573
00681R 元大美債20反1,,2023,11,-9.5448
00682U 期元大美元指數,,2023,11,-3.5131
00683L 期元大美元指正2,,2023,11,-6.7383
00684R 期元大美元指反1,,2023,11,3.5203
00685L 群益臺灣加權正2,,2023,11,17.6336
00686R 群益臺灣加權反1,,2023,11,-8.0118
00688L 國泰20年美債正2,,2023,11,18.1445
00689R 國泰20年美債反1,,2023,11,-9.6212
00690 兆豐臺灣藍籌30,,2023,11,9.0605
00692 富邦公司治理,,2023,11,7.9681
00693U 期街口S&P黃豆,,2023,11,2.8945
00700 富邦恒生國企,,2023,11,-3.2854
00701 國泰股利精選30,,2023,11,6.653
00702 國泰標普低波高息,,2023,11,3.1818
00703 台新MSCI中國,,2023,11,-2.1681
00706L 期元大S&P日圓正2,,2023,11,2.2038
00707R 期元大S&P日圓反1,,2023,11,-2.0052
00708L 期元大S&P黃金正2,,2023,11,2.8346
00709 富邦歐洲,,2023,11,6.694
00710B 復華彭博非投等債,,2023,11,0.2702
00711B 復華彭博新興債,,2023,11,4.7716
00712 復華富時不動產,,2023,11,11.9244
00713 元大台灣高息低波,,2023,11,7.736
00714 群益道瓊美國地產,,2023,11,8.6514
00715L 期街口布蘭特正2,,2023,11,-11.5029
00717 富邦美國特別股,,2023,11,4.1783
00728 第一金工業30,,2023,11,10.9656
00730 富邦臺灣優質高息,,2023,11,8.0357
00731 復華富時高息低波,,2023,11,7.504
00733 富邦臺灣中小,,2023,11,13.3781
00735 國泰臺韓科技,,2023,11,9.6573
00736 國泰新興市場,,2023,11,2.002
00737 國泰AI+Robo,,2023,11,11.453
00738U 期元大道瓊白銀,,2023,11,6.2559
00739 元大MSCI A股,,2023,11,-1.9746
00752 中信中國50,,2023,11,-1.9054
00753L 中信中國50正2,,2023,11,0.6536
00757 統一FANG+,,2023,11,10.9736
00762 元大全球AI,,2023,11,10.6089
00763U 期街口道瓊銅,,2023,11,3.6216
00770 國泰北美科技,,2023,11,10.8052
